Almacén;Planta;Zona ;Bloque;Columna;Nivel;Ubicación;Alto ub. (cm);Fondo ub. (cm);Comentario
1;1;A;8;20;2;A08 20 2;180;120;
1;1;A;8;21;0;A08 21 0;180;120;
1;1;A;8;21;1;A08 21 1;180;120;
1;1;A;8;21;2;A08 21 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;8;22;0;A08 22 0;180;120;
1;1;A;8;22;1;A08 22 1;180;120;
1;1;A;8;22;2;A08 22 2;180;120;
1;1;A;8;23;0;A08 23 0;180;120;
1;1;A;8;23;1;A08 23 1;180;120;
1;1;A;8;23;2;A08 23 2;180;120;
1;1;A;8;24;0;A08 24 0;180;120;
1;1;A;8;24;1;A08 24 1;180;120;
1;1;A;8;24;2;A08 24 2;180;120;
1;1;A;8;25;0;A08 25 0;180;120;
1;1;A;8;25;1;A08 25 1;180;120;
1;1;A;8;25;2;A08 25 2;180;120;
1;1;A;8;26;0;A08 26 0;180;120;
1;1;A;8;26;1;A08 26 1;180;120;
1;1;A;8;26;2;A08 26 2;180;120;
1;1;A;8;27;0;A08 27 0;180;120;
1;1;A;8;27;1;A08 27 1;180;120;
1;1;A;8;27;2;A08 27 2;180;120;
1;1;A;8;28;0;A08 28 0;180;120;
1;1;A;8;28;1;A08 28 1;180;120;
1;1;A;8;28;2;A08 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;8;29;0;A08 29 0;180;120;
1;1;A;8;29;1;A08 29 1;180;120;
1;1;A;8;29;2;A08 29 2;180;120;
1;1;A;8;30;0;A08 30 0;180;120;
1;1;A;8;30;1;A08 30 1;180;120;
1;1;A;8;30;2;A08 30 2;180;120;
1;1;A;8;31;0;A08 31 0;180;120;
1;1;A;8;31;1;A08 31 1;180;120;
1;1;A;8;31;2;A08 31 2;180;120;
1;1;A;8;32;0;A08 32 0;180;120;
1;1;A;8;32;1;A08 32 1;180;120;
1;1;A;8;32;2;A08 32 2;180;120;
1;1;A;8;33;0;A08 33 0;180;120;
1;1;A;8;33;1;A08 33 1;180;120;
1;1;A;8;33;2;A08 33 2;180;120;
1;1;A;8;34;0;A08 34 0;180;120;
1;1;A;8;34;1;A08 34 1;180;120;
1;1;A;8;34;2;A08 34 2;180;120;
1;1;A;8;35;0;A08 35 0;180;120;
1;1;A;8;35;1;A08 35 1;180;120;
1;1;A;8;35;2;A08 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;8;36;0;A08 36 0;180;120;
1;1;A;8;36;1;A08 36 1;180;120;
1;1;A;8;36;2;A08 36 2;180;120;
1;1;A;9;1;0;A09 01 0;180;120;
1;1;A;9;1;1;A09 01 1;180;120;
1;1;A;9;1;2;A09 01 2;180;120;
1;1;A;9;2;0;A09 02 0;180;120;
1;1;A;9;2;1;A09 02 1;180;120;
1;1;A;9;2;2;A09 02 2;180;120;
1;1;A;9;3;0;A09 03 0;180;120;
1;1;A;9;3;1;A09 03 1;180;120;
1;1;A;9;3;2;A09 03 2;180;120;
1;1;A;9;4;0;A09 04 0;180;120;
1;1;A;9;4;1;A09 04 1;180;120;
1;1;A;9;4;2;A09 04 2;180;120;
1;1;A;9;5;0;A09 05 0;180;120;
1;1;A;9;5;1;A09 05 1;180;120;
1;1;A;9;5;2;A09 05 2;180;120;
1;1;A;9;6;0;A09 06 0;180;120;
1;1;A;9;6;1;A09 06 1;180;120;
1;1;A;9;6;2;A09 06 2;180;120;
1;1;A;9;7;0;A09 07 0;180;120;
1;1;A;9;7;1;A09 07 1;180;120;
1;1;A;9;7;2;A09 07 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;9;8;0;A09 08 0;180;120;
1;1;A;9;8;1;A09 08 1;180;120;
1;1;A;9;8;2;A09 08 2;180;120;
1;1;A;9;9;0;A09 09 0;180;120;
1;1;A;9;9;1;A09 09 1;180;120;
1;1;A;9;9;2;A09 09 2;180;120;
1;1;A;9;10;0;A09 10 0;180;120;
1;1;A;9;10;1;A09 10 1;180;120;
1;1;A;9;10;2;A09 10 2;180;120;
1;1;A;9;11;0;A09 11 0;180;120;
1;1;A;9;11;1;A09 11 1;180;120;
1;1;A;9;11;2;A09 11 2;180;120;
1;1;A;9;12;0;A09 12 0;180;120;
1;1;A;9;12;1;A09 12 1;180;120;
1;1;A;9;12;2;A09 12 2;180;120;
1;1;A;9;13;0;A09 13 0;180;120;
1;1;A;9;13;1;A09 13 1;180;120;
1;1;A;9;13;2;A09 13 2;180;120;
1;1;A;9;14;0;A09 14 0;180;120;
1;1;A;9;14;1;A09 14 1;180;120;
1;1;A;9;14;2;A09 14 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;9;15;0;A09 15 0;180;120;
1;1;A;9;15;1;A09 15 1;180;120;
1;1;A;9;15;2;A09 15 2;180;120;
1;1;A;9;16;0;A09 16 0;180;120;
1;1;A;9;16;1;A09 16 1;180;120;
1;1;A;9;16;2;A09 16 2;180;120;
1;1;A;9;17;0;A09 17 0;180;120;
1;1;A;9;17;1;A09 17 1;180;120;
1;1;A;9;17;2;A09 17 2;180;120;
1;1;A;9;18;0;A09 18 0;180;120;
1;1;A;9;18;1;A09 18 1;180;120;
1;1;A;9;18;2;A09 18 2;180;120;
1;1;A;9;19;0;A09 19 0;180;120;
1;1;A;9;19;1;A09 19 1;180;120;
1;1;A;9;19;2;A09 19 2;180;120;
1;1;A;9;20;0;A09 20 0;180;120;
1;1;A;9;20;1;A09 20 1;180;120;
1;1;A;9;20;2;A09 20 2;180;120;
1;1;A;9;21;0;A09 21 0;180;120;
1;1;A;9;21;1;A09 21 1;180;120;
1;1;A;9;21;2;A09 21 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;9;22;0;A09 22 0;180;120;
1;1;A;9;22;1;A09 22 1;180;120;
1;1;A;9;22;2;A09 22 2;180;120;
1;1;A;9;23;0;A09 23 0;180;120;
1;1;A;9;23;1;A09 23 1;180;120;
1;1;A;9;23;2;A09 23 2;180;120;
1;1;A;9;24;0;A09 24 0;180;120;
1;1;A;9;24;1;A09 24 1;180;120;
1;1;A;9;24;2;A09 24 2;180;120;
1;1;A;9;25;0;A09 25 0;180;120;
1;1;A;9;25;1;A09 25 1;180;120;
1;1;A;9;25;2;A09 25 2;180;120;
1;1;A;9;26;0;A09 26 0;180;120;
1;1;A;9;26;1;A09 26 1;180;120;
1;1;A;9;26;2;A09 26 2;180;120;
1;1;A;9;27;0;A09 27 0;180;120;
1;1;A;9;27;1;A09 27 1;180;120;
1;1;A;9;27;2;A09 27 2;180;120;
1;1;A;9;28;0;A09 28 0;180;120;
1;1;A;9;28;1;A09 28 1;180;120;
1;1;A;9;28;2;A09 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;9;29;0;A09 29 0;180;120;
1;1;A;9;29;1;A09 29 1;180;120;
1;1;A;9;29;2;A09 29 2;180;120;
1;1;A;9;30;0;A09 30 0;180;120;
1;1;A;9;30;1;A09 30 1;180;120;
1;1;A;9;30;2;A09 30 2;180;120;
1;1;A;9;31;0;A09 31 0;180;120;
1;1;A;9;31;1;A09 31 1;180;120;
1;1;A;9;31;2;A09 31 2;180;120;
1;1;A;9;32;0;A09 32 0;180;120;
1;1;A;9;32;1;A09 32 1;180;120;
1;1;A;9;32;2;A09 32 2;180;120;
1;1;A;9;33;0;A09 33 0;180;120;
1;1;A;9;33;1;A09 33 1;180;120;
1;1;A;9;33;2;A09 33 2;180;120;
1;1;A;9;34;0;A09 34 0;180;120;
1;1;A;9;34;1;A09 34 1;180;120;
1;1;A;9;34;2;A09 34 2;180;120;
1;1;A;9;35;0;A09 35 0;180;120;
1;1;A;9;35;1;A09 35 1;180;120;
1;1;A;9;35;2;A09 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;9;36;0;A09 36 0;180;120;
1;1;A;9;36;1;A09 36 1;180;120;
1;1;A;9;36;2;A09 36 2;180;120;
1;1;A;10;1;0;A10 01 0;180;140;
1;1;A;10;1;1;A10 01 1;180;140;
1;1;A;10;1;2;A10 01 2;180;140;
1;1;A;10;2;0;A10 02 0;180;140;
1;1;A;10;2;1;A10 02 1;180;140;
1;1;A;10;2;2;A10 02 2;180;140;
1;1;A;10;3;0;A10 03 0;180;140;
1;1;A;10;3;1;A10 03 1;180;140;
1;1;A;10;3;2;A10 03 2;180;140;
1;1;A;10;4;0;A10 04 0;180;140;
1;1;A;10;4;1;A10 04 1;180;140;
1;1;A;10;4;2;A10 04 2;180;140;
1;1;A;10;5;0;A10 05 0;180;140;
1;1;A;10;5;1;A10 05 1;180;140;
1;1;A;10;5;2;A10 05 2;180;140;
1;1;A;10;6;0;A10 06 0;180;140;
1;1;A;10;6;1;A10 06 1;180;140;
1;1;A;10;6;2;A10 06 2;180;140;
1;1;A;10;7;0;A10 07 0;180;140;
1;1;A;10;7;1;A10 07 1;180;140;
1;1;A;10;7;2;A10 07 2;180;140;
1;1;A;10;8;0;A10 08 0;180;140;
1;1;A;10;8;1;A10 08 1;180;140;
1;1;A;10;8;2;A10 08 2;180;140;
1;1;A;10;9;0;A10 09 0;180;140;
1;1;A;10;9;1;A10 09 1;180;140;
1;1;A;10;9;2;A10 09 2;180;140;
1;1;A;10;10;0;A10 10 0;180;140;
1;1;A;10;10;1;A10 10 1;180;140;
1;1;A;10;10;2;A10 10 2;180;140;
1;1;A;10;11;0;A10 11 0;180;140;
1;1;A;10;11;1;A10 11 1;180;140;
1;1;A;10;11;2;A10 11 2;180;140;
1;1;A;10;12;0;A10 12 0;180;140;
1;1;A;10;12;1;A10 12 1;180;140;
1;1;A;10;12;2;A10 12 2;180;140;
1;1;A;10;13;0;A10 13 0;180;140;
1;1;A;10;13;1;A10 13 1;180;140;
1;1;A;10;13;2;A10 13 2;145;140;Interferencias con vigas - palets de altura 1,45m
1;1;A;10;14;0;A10 14 0;180;140;
1;1;A;10;14;1;A10 14 1;180;140;
1;1;A;10;14;2;A10 14 2;180;140;
1;1;A;10;15;0;A10 15 0;180;140;
1;1;A;10;15;1;A10 15 1;180;140;
1;1;A;10;15;2;A10 15 2;180;140;
1;1;A;10;16;0;A10 16 0;180;140;
1;1;A;10;16;1;A10 16 1;180;140;
1;1;A;10;16;2;A10 16 2;180;140;
1;1;A;10;17;0;A10 17 0;180;140;
1;1;A;10;17;1;A10 17 1;180;140;
1;1;A;10;17;2;A10 17 2;180;140;
1;1;A;10;18;0;A10 18 0;180;140;
1;1;A;10;18;1;A10 18 1;180;140;
1;1;A;10;18;2;A10 18 2;180;140;
1;1;A;10;19;0;A10 19 0;180;140;
1;1;A;10;19;1;A10 19 1;180;140;
1;1;A;10;19;2;A10 19 2;180;140;
1;1;A;10;20;0;A10 20 0;180;140;
1;1;A;10;20;1;A10 20 1;180;140;
1;1;A;10;20;2;A10 20 2;145;140;Interferencias con vigas - palets de altura 1,45m
1;1;A;10;21;0;A10 21 0;180;140;
1;1;A;10;21;1;A10 21 1;180;140;
1;1;A;10;21;2;A10 21 2;180;140;
1;1;A;10;22;0;A10 22 0;180;140;
1;1;A;10;22;1;A10 22 1;180;140;
1;1;A;10;22;2;A10 22 2;180;140;
1;1;A;10;23;0;A10 23 0;180;140;
1;1;A;10;23;1;A10 23 1;180;140;
1;1;A;10;23;2;A10 23 2;180;140;
1;1;A;10;24;0;A10 24 0;180;140;
1;1;A;10;24;1;A10 24 1;180;140;
1;1;A;10;24;2;A10 24 2;180;140;
1;1;A;10;25;0;A10 25 0;180;140;
1;1;A;10;25;1;A10 25 1;180;140;
1;1;A;10;25;2;A10 25 2;180;140;
1;1;A;10;26;0;A10 26 0;180;140;
1;1;A;10;26;1;A10 26 1;180;140;
1;1;A;10;26;2;A10 26 2;180;140;
1;1;A;10;27;0;A10 27 0;180;140;
1;1;A;10;27;1;A10 27 1;180;140;
1;1;A;10;27;2;A10 27 2;145;140;Interferencias con vigas - palets de altura 1,45m
1;1;A;10;28;0;A10 28 0;180;140;
1;1;A;10;28;1;A10 28 1;180;140;
1;1;A;10;28;2;A10 28 2;180;140;
1;1;A;11;1;0;A11 01 0;180;140;
1;1;A;11;1;1;A11 01 1;180;140;
1;1;A;11;1;2;A11 01 2;180;140;
1;1;A;11;2;0;A11 02 0;180;140;
1;1;A;11;2;1;A11 02 1;180;140;
1;1;A;11;2;2;A11 02 2;180;140;
1;1;A;11;3;0;A11 03 0;180;140;
1;1;A;11;3;1;A11 03 1;180;140;
1;1;A;11;3;2;A11 03 2;180;140;
1;1;A;11;4;0;A11 04 0;180;140;
1;1;A;11;4;1;A11 04 1;180;140;
1;1;A;11;4;2;A11 04 2;180;140;
1;1;A;11;5;0;A11 05 0;180;140;
1;1;A;11;5;1;A11 05 1;180;140;
1;1;A;11;5;2;A11 05 2;180;140;
1;1;A;11;6;0;A11 06 0;180;140;
1;1;A;11;6;1;A11 06 1;180;140;
1;1;A;11;6;2;A11 06 2;180;140;
1;1;A;11;7;0;A11 07 0;180;140;
1;1;A;11;7;1;A11 07 1;180;140;
1;1;A;11;7;2;A11 07 2;180;140;
1;1;A;11;8;0;A11 08 0;180;140;
1;1;A;11;8;1;A11 08 1;180;140;
1;1;A;11;8;2;A11 08 2;180;140;
1;1;A;11;9;0;A11 09 0;180;140;
1;1;A;11;9;1;A11 09 1;180;140;
1;1;A;11;9;2;A11 09 2;180;140;
1;1;A;11;10;0;A11 10 0;180;140;
1;1;A;11;10;1;A11 10 1;180;140;
1;1;A;11;10;2;A11 10 2;180;140;
1;1;A;11;11;0;A11 11 0;180;140;
1;1;A;11;11;1;A11 11 1;180;140;
1;1;A;11;11;2;A11 11 2;180;140;
1;1;A;11;12;0;A11 12 0;180;140;
1;1;A;11;12;1;A11 12 1;180;140;
1;1;A;11;12;2;A11 12 2;180;140;
1;1;A;11;13;0;A11 13 0;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;13;1;A11 13 1;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;13;2;A11 13 2;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;14;0;A11 14 0;180;140;
1;1;A;11;14;1;A11 14 1;180;140;
1;1;A;11;14;2;A11 14 2;180;140;
1;1;A;11;15;0;A11 15 0;180;140;
1;1;A;11;15;1;A11 15 1;180;140;
1;1;A;11;15;2;A11 15 2;180;140;
1;1;A;11;16;0;A11 16 0;180;140;
1;1;A;11;16;1;A11 16 1;180;140;
1;1;A;11;16;2;A11 16 2;180;140;
1;1;A;11;17;0;A11 17 0;180;140;
1;1;A;11;17;1;A11 17 1;180;140;
1;1;A;11;17;2;A11 17 2;180;140;
1;1;A;11;18;0;A11 18 0;180;140;
1;1;A;11;18;1;A11 18 1;180;140;
1;1;A;11;18;2;A11 18 2;180;140;
1;1;A;11;19;0;A11 19 0;180;140;
1;1;A;11;19;1;A11 19 1;180;140;
1;1;A;11;19;2;A11 19 2;180;140;
1;1;A;11;20;0;A11 20 0;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;20;1;A11 20 1;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;20;2;A11 20 2;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;21;0;A11 21 0;180;140;
1;1;A;11;21;1;A11 21 1;180;140;
1;1;A;11;21;2;A11 21 2;180;140;
1;1;A;11;22;0;A11 22 0;180;140;
1;1;A;11;22;1;A11 22 1;180;140;
1;1;A;11;22;2;A11 22 2;180;140;
1;1;A;11;23;0;A11 23 0;180;140;
1;1;A;11;23;1;A11 23 1;180;140;
1;1;A;11;23;2;A11 23 2;180;140;
1;1;A;11;24;0;A11 24 0;180;140;
1;1;A;11;24;1;A11 24 1;180;140;
1;1;A;11;24;2;A11 24 2;180;140;
1;1;A;11;25;0;A11 25 0;180;140;
1;1;A;11;25;1;A11 25 1;180;140;
1;1;A;11;25;2;A11 25 2;180;140;
1;1;A;11;26;0;A11 26 0;180;140;
1;1;A;11;26;1;A11 26 1;180;140;
1;1;A;11;26;2;A11 26 2;180;140;
1;1;A;11;27;0;A11 27 0;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;27;1;A11 27 1;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;27;2;A11 27 2;180;140;Interferencias con pilares - ubicaciones anuladas
1;1;A;11;28;0;A11 28 0;180;140;
1;1;A;11;28;1;A11 28 1;180;140;
1;1;A;11;28;2;A11 28 2;180;140;
1;1;A;12;1;0;A12 01 0;180;120;
1;1;A;12;1;1;A12 01 1;180;120;
1;1;A;12;1;2;A12 01 2;180;120;
1;1;A;12;2;0;A12 02 0;180;120;
1;1;A;12;2;1;A12 02 1;180;120;
1;1;A;12;2;2;A12 02 2;180;120;
1;1;A;12;3;0;A12 03 0;180;120;
1;1;A;12;3;1;A12 03 1;180;120;
1;1;A;12;3;2;A12 03 2;180;120;
1;1;A;12;4;0;A12 04 0;180;120;
1;1;A;12;4;1;A12 04 1;180;120;
1;1;A;12;4;2;A12 04 2;180;120;
1;1;A;12;5;0;A12 05 0;180;120;
1;1;A;12;5;1;A12 05 1;180;120;
1;1;A;12;5;2;A12 05 2;180;120;
1;1;A;12;6;0;A12 06 0;180;120;
1;1;A;12;6;1;A12 06 1;180;120;
1;1;A;12;6;2;A12 06 2;180;120;
1;1;A;12;7;0;A12 07 0;180;120;
1;1;A;12;7;1;A12 07 1;180;120;
1;1;A;12;7;2;A12 07 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;12;8;0;A12 08 0;180;120;
1;1;A;12;8;1;A12 08 1;180;120;
1;1;A;12;8;2;A12 08 2;180;120;
1;1;A;12;9;0;A12 09 0;180;120;
1;1;A;12;9;1;A12 09 1;180;120;
1;1;A;12;9;2;A12 09 2;180;120;
1;1;A;12;10;0;A12 10 0;180;120;
1;1;A;12;10;1;A12 10 1;180;120;
1;1;A;12;10;2;A12 10 2;180;120;
1;1;A;12;11;0;A12 11 0;180;120;
1;1;A;12;11;1;A12 11 1;180;120;
1;1;A;12;11;2;A12 11 2;180;120;
1;1;A;12;12;0;A12 12 0;180;120;
1;1;A;12;12;1;A12 12 1;180;120;
1;1;A;12;12;2;A12 12 2;180;120;
1;1;A;12;13;0;A12 13 0;180;120;
1;1;A;12;13;1;A12 13 1;180;120;
1;1;A;12;13;2;A12 13 2;180;120;
1;1;A;12;14;0;A12 14 0;180;120;
1;1;A;12;14;1;A12 14 1;180;120;
1;1;A;12;14;2;A12 14 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;12;15;0;A12 15 0;180;120;
1;1;A;12;15;1;A12 15 1;180;120;
1;1;A;12;15;2;A12 15 2;180;120;
1;1;A;12;16;0;A12 16 0;180;120;
1;1;A;12;16;1;A12 16 1;180;120;
1;1;A;12;16;2;A12 16 2;180;120;
1;1;A;12;17;0;A12 17 0;180;120;
1;1;A;12;17;1;A12 17 1;180;120;
1;1;A;12;17;2;A12 17 2;180;120;
1;1;A;12;18;0;A12 18 0;180;120;
1;1;A;12;18;1;A12 18 1;180;120;
1;1;A;12;18;2;A12 18 2;180;120;
1;1;A;12;19;0;A12 19 0;180;120;
1;1;A;12;19;1;A12 19 1;180;120;
1;1;A;12;19;2;A12 19 2;180;120;
1;1;A;12;20;0;A12 20 0;180;120;
1;1;A;12;20;1;A12 20 1;180;120;
1;1;A;12;20;2;A12 20 2;180;120;
1;1;A;12;21;0;A12 21 0;180;120;
1;1;A;12;21;1;A12 21 1;180;120;
1;1;A;12;21;2;A12 21 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;12;22;0;A12 22 0;180;120;
1;1;A;12;22;1;A12 22 1;180;120;
1;1;A;12;22;2;A12 22 2;180;120;
1;1;A;12;23;0;A12 23 0;180;120;
1;1;A;12;23;1;A12 23 1;180;120;
1;1;A;12;23;2;A12 23 2;180;120;
1;1;A;12;24;0;A12 24 0;180;120;
1;1;A;12;24;1;A12 24 1;180;120;
1;1;A;12;24;2;A12 24 2;180;120;
1;1;A;12;25;0;A12 25 0;180;120;
1;1;A;12;25;1;A12 25 1;180;120;
1;1;A;12;25;2;A12 25 2;180;120;
1;1;A;12;26;0;A12 26 0;180;120;
1;1;A;12;26;1;A12 26 1;180;120;
1;1;A;12;26;2;A12 26 2;180;120;
1;1;A;12;27;0;A12 27 0;180;120;
1;1;A;12;27;1;A12 27 1;180;120;
1;1;A;12;27;2;A12 27 2;180;120;
1;1;A;12;28;0;A12 28 0;180;120;
1;1;A;12;28;1;A12 28 1;180;120;
1;1;A;12;28;2;A12 28 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;12;29;0;A12 29 0;180;120;
1;1;A;12;29;1;A12 29 1;180;120;
1;1;A;12;29;2;A12 29 2;180;120;
1;1;A;12;30;0;A12 30 0;180;120;
1;1;A;12;30;1;A12 30 1;180;120;
1;1;A;12;30;2;A12 30 2;180;120;
1;1;A;12;31;0;A12 31 0;180;120;
1;1;A;12;31;1;A12 31 1;180;120;
1;1;A;12;31;2;A12 31 2;180;120;
1;1;A;12;32;0;A12 32 0;180;120;
1;1;A;12;32;1;A12 32 1;180;120;
1;1;A;12;32;2;A12 32 2;180;120;
1;1;A;12;33;0;A12 33 0;180;120;
1;1;A;12;33;1;A12 33 1;180;120;
1;1;A;12;33;2;A12 33 2;180;120;
1;1;A;12;34;0;A12 34 0;180;120;
1;1;A;12;34;1;A12 34 1;180;120;
1;1;A;12;34;2;A12 34 2;180;120;
1;1;A;12;35;0;A12 35 0;180;120;
1;1;A;12;35;1;A12 35 1;180;120;
1;1;A;12;35;2;A12 35 2;145;120;Interferencias con vigas - palets de altura 1,45m
1;1;A;13;1;0;A13 01 0;180;120;
1;1;A;13;1;1;A13 01 1;180;120;
1;1;A;13;1;2;A13 01 2;180;120;
1;1;A;13;2;0;A13 02 0;180;120;
1;1;A;13;2;1;A13 02 1;180;120;
1;1;A;13;2;2;A13 02 2;180;120;
1;1;A;13;3;0;A13 03 0;180;120;
1;1;A;13;3;1;A13 03 1;180;120;
1;1;A;13;3;2;A13 03 2;180;120;
1;1;A;13;4;0;A13 04 0;180;120;
1;1;A;13;4;1;A13 04 1;180;120;
1;1;A;13;4;2;A13 04 2;180;120;
1;1;A;13;5;0;A13 05 0;180;120;
1;1;A;13;5;1;A13 05 1;180;120;
1;1;A;13;5;2;A13 05 2;180;120;
1;1;A;13;6;0;A13 06 0;180;120;
1;1;A;13;6;1;A13 06 1;180;120;
1;1;A;13;6;2;A13 06 2;180;120;
1;1;A;13;7;0;A13 07 0;180;120;
